movie_title,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,genres,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
The Great Gatsby ,490,143,1000,76,29000,144812796,Drama|Romance,362933,29769,4,753,Australia,PG-13,105000000,2013,509,7.3,2.35,115000
"Good Night, and Good Luck. ",351,93,0,566,21000,31501218,Biography|Drama|History,84070,22745,0,526,USA,PG,7500000,2005,650,7.5,1.85,0
Capote ,271,110,152,27,22000,28747570,Biography|Crime|Drama,100571,22140,1,416,Canada,R,7000000,2005,68,7.4,2.35,0
Desperado ,93,104,0,4000,16000,25625110,Action|Crime|Thriller,138707,33758,0,202,USA,R,7000000,1995,12000,7.2,1.85,0
The Claim ,71,115,187,887,14000,403932,Drama|Romance|Western,5254,17104,4,92,UK,R,20000000,2000,900,6.5,2.35,141
Fargo ,54,53,,1000,4000,,Crime|Drama|Thriller,170055,19949,0,173,USA,TV-MA,,,1000,9,1.78,61000
Logan's Run ,112,119,23,440,1000,25000000,Action|Adventure|Sci-Fi,39847,2951,1,242,USA,PG,9000000,1976,659,6.8,2.35,0
The Man with the Golden Gun ,118,125,82,244,16000,21000000,Action|Adventure|Thriller,73950,17611,3,258,UK,PG,13000000,1974,387,6.8,1.66,2000
Action Jackson ,35,96,22,794,1000,20257000,Action|Comedy|Crime|Thriller,7569,5282,2,65,USA,R,7000000,1988,841,5.2,1.85,978
The Descent ,342,100,197,159,513,26005908,Adventure|Horror|Thriller,154938,1379,0,1100,UK,R,3500000,2005,239,7.2,2.35,10000
Michael Jordan to the Max ,14,46,0,69,13000,18642318,Documentary|Sport,1723,13448,0,13,USA,,,2000,366,7.5,1.44,407
Devil's Due ,137,89,14,270,971,15818967,Horror|Mystery,13913,2517,0,120,USA,R,7000000,2014,479,4,1.85,0
Flirting with Disaster ,50,92,737,380,718,14891000,Comedy,15088,2240,3,105,USA,R,7000000,1996,524,6.8,1.85,824
The Devil's Rejects ,261,109,0,597,1000,16901126,Crime|Horror,76267,3544,0,687,USA,R,7000000,2005,649,6.9,1.85,0
Buffy the Vampire Slayer ,96,44,,970,4000,,Action|Drama|Fantasy|Romance,101902,7970,0,665,USA,TV-14,2300000,,3000,8.2,1.33,6000
Dope ,180,103,44,190,637,17474107,Comedy|Crime|Drama,56605,1342,3,89,USA,R,7000000,2015,256,7.3,2.35,23000
In Too Deep ,28,95,48,826,1000,14003141,Crime|Drama|Thriller,4598,4837,1,29,USA,R,7000000,1999,865,6.1,2.35,375
Skyfall ,750,143,0,393,883,304360277,Action|Adventure|Thriller,522048,2039,0,1498,UK,PG-13,200000000,2012,563,7.8,2.35,80000
House of 1000 Corpses ,202,105,0,303,1000,12583510,Horror,60709,2444,0,922,USA,R,7000000,2003,340,6,1.85,0
Alien Zone ,8,79,0,23,246,,Horror,440,345,0,21,USA,PG,350000,1978,29,4.1,,44
A Serious Man ,341,106,1000,98,816,9190525,Comedy|Drama,102125,1120,1,324,USA,R,7000000,2009,105,7,1.85,10000
Get Low ,160,100,11,970,13000,9176553,Drama|Mystery,19147,19330,1,97,USA,PG-13,7500000,2009,3000,7.1,2.35,0
Warlock ,31,103,49,304,687,9094451,Action|Fantasy|Horror|Thriller,11668,1990,0,79,USA,R,7000000,1989,554,6.2,1.85,0
Beyond the Lights ,71,116,107,658,893,14612840,Drama|Music,11191,3110,1,37,USA,PG-13,7000000,2014,664,6.9,,0
A Single Man ,281,99,192,292,14000,9166863,Drama|Romance,83182,14816,2,247,USA,R,7000000,2009,343,7.6,2.35,16000
The Last Temptation of Christ ,114,164,17000,159,883,8373585,Drama,39680,1934,0,308,USA,R,7000000,1988,618,7.6,1.85,0
Outside Providence ,72,96,30,407,761,7292175,Comedy|Drama|Romance,7736,2018,3,100,USA,R,7000000,1999,412,6.4,1.85,0
Bride & Prejudice ,119,122,98,397,729,6601079,Comedy|Drama|Musical|Romance,17436,2321,1,276,UK,PG-13,7000000,2004,579,6.2,2.35,0
Rabbit-Proof Fence ,74,94,176,46,116,6165429,Adventure|Biography|Drama|History,23486,312,1,249,Australia,PG,6000000,2002,93,7.5,2.35,0
Who's Your Caddy? ,25,93,70,442,692,5694308,Comedy|Sport,13815,3128,0,46,USA,PG-13,7000000,2007,585,2,1.85,446
Split Second ,39,96,6,38,206,5430822,Action|Crime|Horror|Sci-Fi|Thriller,8391,493,0,75,UK,R,7000000,1992,192,6.2,1.85,0
Nikita ,27,60,,346,787,,Action|Crime|Drama|Thriller,42402,2352,1,83,USA,,,,485,7.7,16,0
The Other Side of Heaven ,27,113,7,35,11000,4720371,Adventure|Biography|Drama,3203,11116,2,85,USA,PG,7000000,2001,43,6.5,1.85,650
Dark Angel ,11,60,,652,10000,,Action|Drama|Mystery|Sci-Fi,25329,12051,1,160,USA,TV-14,,,794,7.4,1.33,0
Veer-Zaara ,29,192,147,397,8000,2921738,Drama|Musical|Romance,34449,9984,0,119,India,,7000000,2004,860,7.9,2.35,2000
Redbelt ,158,99,342,501,1000,2344847,Drama|Sport,18561,2158,0,119,USA,R,7000000,2008,518,6.8,2.35,0
Cyrus ,223,91,157,224,490,7455447,Comedy|Drama|Romance,29967,1136,2,126,USA,R,7000000,2010,259,6.3,1.85,0
A Dog of Flanders ,25,100,0,359,655,2148212,Drama|Family,781,1906,0,20,USA,PG,7000000,1999,476,6.3,1.85,157
Auto Focus ,97,105,261,617,783,2062066,Biography|Crime|Drama,11387,2684,3,147,USA,R,7000000,2002,658,6.6,1.85,357
Factory Girl ,117,99,60,628,4000,1654367,Biography|Drama,18355,6526,0,106,USA,R,7000000,2006,787,6.4,1.85,3000
We Need to Talk About Kevin ,389,112,159,77,3000,1738692,Drama|Thriller,95529,3547,0,301,UK,R,7000000,2011,294,7.5,2.35,38000
The Christmas Candle ,9,100,0,149,2000,2209479,Drama|Family,844,2909,0,34,UK,PG,,2013,627,5.8,,962
The Mighty Macs ,34,99,2,455,1000,1889522,Drama|Sport,1119,2589,2,12,USA,G,7000000,2009,690,6.5,2.35,797
Losin' It ,7,100,161,172,10000,,Comedy|Drama|Family,3114,11059,0,16,Canada,R,7000000,1983,422,4.8,,168
Mother and Child ,161,125,127,798,6000,1110286,Drama|Romance,9727,8876,6,65,USA,R,4825000,2009,941,7.2,2.35,0
March or Die ,6,107,6,375,963,1000000,Adventure|Drama|Romance|War,2215,2209,1,26,UK,PG,9000000,1977,750,6.3,1.85,122
Les visiteurs ,16,107,8,39,106,700000,Comedy|Fantasy|Sci-Fi,24438,215,1,78,France,R,50000000,1993,54,7,2.35,0
Somewhere ,301,97,0,106,227,1768416,Comedy|Drama,35848,684,0,198,USA,R,7000000,2010,218,6.3,1.85,0
I Hope They Serve Beer in Hell ,52,105,10,184,756,1425993,Comedy,7412,1417,1,72,USA,R,,2009,216,5.3,2.35,0
Chairman of the Board ,12,95,43,611,1000,306715,Comedy,5143,5213,1,62,USA,PG-13,10000000,1998,788,2.3,1.85,724
Hesher ,134,106,58,973,23000,382946,Drama,43965,44969,0,99,USA,R,7000000,2010,20000,7.1,2.35,19000
Dom Hemingway ,151,93,47,13,554,518134,Comedy|Crime|Drama,21243,1105,2,66,UK,R,,2013,524,6.2,2.35,0
Gerry ,103,103,835,,13000,236266,Adventure|Drama|Mystery,15104,13000,0,290,USA,R,3500000,2002,0,6.2,2.35,0
The Heart of Me ,39,96,5,52,766,196067,Drama|Romance,1966,1251,3,25,UK,R,7000000,2002,358,6.7,1.85,97
Freeheld ,133,103,6,935,7000,532988,Biography|Drama|Romance,5863,9660,0,25,USA,PG-13,7000000,2015,1000,6.5,1.85,0
The Extra Man ,104,108,30,281,474,453079,Comedy,4124,2029,4,29,USA,R,7000000,2010,403,5.9,2.35,916
Hard to Be a God ,121,177,23,0,4,,Drama|Sci-Fi,2518,8,0,28,Russia,Not Rated,7000000,2013,4,6.7,1.66,1000
Ca$h ,27,118,0,410,26000,46451,Comedy|Crime|Thriller,7663,27756,2,38,USA,R,7000000,2010,854,6,1.85,694
Wah-Wah ,49,97,554,530,876,233103,Drama,2670,2544,3,50,UK,R,7000000,2005,838,6.9,2.35,311
The Boondock Saints ,100,102,78,184,12000,,Action|Crime|Thriller,197845,12680,2,876,Canada,R,7000000,1999,333,7.9,2.35,16000
Z Storm ,12,92,4,4,91,,Action|Crime,383,198,1,1,Hong Kong,,7000000,2014,82,5.3,2.35,55
Twixt ,112,88,0,507,1000,,Comedy|Fantasy|Horror|Mystery,8589,3150,0,70,USA,R,7000000,2011,844,4.8,1.85,0
Snow Queen ,10,80,0,26,99,,Adventure|Animation|Family,1159,218,1,9,Russia,PG,7000000,2012,62,5.3,,453
Alpha and Omega 4: The Legend of the Saw Toothed Cave ,2,45,24,29,122,,Action|Adventure|Animation|Comedy|Drama|Family|Fantasy|Thriller,192,236,0,6,USA,,7000000,2014,35,6,,41
Pale Rider ,38,115,16000,240,16000,41400000,Western,39451,17209,0,138,USA,R,6900000,1985,455,7.3,2.35,0
Stargate: The Ark of Truth ,18,97,49,687,878,,Action|Adventure|Drama|Fantasy|Sci-Fi,15862,4334,5,42,USA,,,2008,847,7.4,1.78,389
Dazed and Confused ,152,102,0,787,14000,7993039,Comedy,120036,18643,1,408,USA,R,6900000,1993,1000,7.7,1.85,10000
High School Musical 2 ,44,111,197,578,755,,Comedy|Drama|Family|Music|Musical|Romance,39786,3009,5,162,USA,TV-G,7000000,2007,632,4.8,1.78,586
Two Lovers and a Bear ,6,96,16,63,149,,Drama|Romance,33,414,0,6,Canada,,8700000,2016,147,7.2,2.35,187
Criminal Activities ,46,94,0,493,15000,,Crime|Drama|Thriller,5255,17377,3,38,USA,,7000000,2015,725,5.8,2.35,0
Aimee & Jaguar ,63,125,4,36,177,927107,Biography|Drama|Romance|War,5153,333,1,51,Germany,,15000000,1999,66,7.3,1.85,687
The Chumscrubber ,74,108,3,436,710,49526,Comedy|Drama,16299,2119,1,129,USA,R,6800000,2005,697,7,2.35,1000
Shade ,25,101,0,83,240,10696,Crime|Thriller,10771,490,8,65,USA,R,6800000,2003,83,6.4,2.35,413
House at the End of the Street ,224,101,13,261,34000,31607598,Drama|Horror|Thriller,58366,35717,1,160,Canada,PG-13,6900000,2012,924,5.6,2.35,10000
Incendies ,226,139,777,58,131,6857096,Drama|Mystery|War,80429,343,0,156,Canada,R,6800000,2010,66,8.2,1.85,37000
"Remember Me, My Love ",36,125,125,11,60,223878,Comedy|Drama|Romance,3548,132,1,21,Italy,R,5000000,2003,29,6.5,2.35,282
Perrier's Bounty ,54,88,11,415,1000,828,Action|Comedy|Crime|Drama|Romance|Thriller,5133,2728,8,31,Ireland,R,,2009,418,6.4,2.35,663
Elite Squad ,142,115,294,15,585,8060,Action|Crime|Drama|Thriller,81644,666,1,107,Brazil,R,4000000,2007,39,8.1,1.85,11000
Annabelle ,271,99,40,300,1000,84263837,Horror|Mystery,81699,2323,0,291,USA,R,6500000,2014,421,5.4,2.35,45000
Bran Nue Dae ,33,88,3,38,46,110029,Comedy|Drama|Musical,1388,225,7,31,Australia,PG-13,6500000,2009,46,6.3,2.35,479
Boyz n the Hood ,64,112,309,15,27,57504069,Crime|Drama,94139,106,2,183,USA,R,6000000,1991,26,7.8,1.85,0
La Bamba ,18,108,7,51,699,54215416,Biography|Drama|Music,21409,936,1,63,USA,PG-13,6500000,1987,63,6.8,1.85,0
The Four Seasons ,6,107,0,146,804,,Comedy|Drama,3157,1285,2,33,USA,PG,,1981,167,7.2,1.85,337
Dressed to Kill ,121,104,0,517,754,31899000,Mystery|Romance|Thriller,23986,2442,0,201,USA,X,6500000,1980,567,7.1,2.35,0
The Adventures of Huck Finn ,14,108,208,689,876,24103594,Adventure|Comedy|Drama|Family,6384,4840,0,54,USA,PG,6500000,1993,827,6.2,1.85,391
Go ,137,102,218,376,900,16842303,Comedy|Crime,59474,2475,3,418,USA,R,6500000,1999,563,7.3,2.35,0
Friends with Money ,111,88,132,180,435,13367101,Comedy|Drama|Romance,19715,1140,2,166,USA,R,6500000,2006,230,5.9,2.35,515
The Andromeda Strain ,57,115,338,45,116,,Sci-Fi|Thriller,25857,394,0,171,USA,G,6500000,1971,112,7.2,2.35,0
Bats ,97,91,38,91,730,10149779,Horror|Sci-Fi|Thriller,8294,1405,0,160,USA,PG-13,6500000,1999,461,3.6,2.35,342
Nowhere in Africa ,73,141,11,8,56,6173485,Biography|Drama,10672,105,0,84,Germany,R,7000000,2001,36,7.7,2.35,802
Shame ,486,101,0,726,13000,4000304,Drama,145395,15230,0,375,UK,NC-17,6500000,2011,898,7.3,2.35,23000
Layer Cake ,149,105,905,466,27000,2338695,Crime|Drama|Thriller,134070,29277,1,263,UK,R,4000000,2004,594,7.4,2.35,0
The Work and the Glory II: American Zion ,4,100,0,266,1000,2024854,Drama|Western,564,1942,2,21,USA,PG-13,6500000,2005,373,6.6,2.35,19
The East ,200,116,129,782,10000,2268296,Drama|Thriller,41856,13180,4,119,UK,PG-13,6500000,2013,918,6.9,2.35,12000
A Home at the End of the World ,84,97,15,874,18000,1029017,Drama|Romance,12049,21107,2,135,USA,R,6500000,2004,986,6.8,2.35,1000
Aberdeen ,28,106,19,0,844,64148,Drama,2601,846,0,35,UK,,6500000,2000,2,7.3,1.85,260
The Messenger ,217,105,38,706,12000,66637,Drama|Romance|War,29608,14462,0,92,USA,R,6500000,2009,712,7.2,2.35,0
Tracker ,12,102,9,368,1000,,Action|Adventure|Drama|Western,2892,1904,0,18,New Zealand,R,6500000,2010,433,6.5,2.35,830
Control ,183,122,210,471,845,871577,Biography|Drama|Music,51353,2614,1,143,UK,R,4500000,2007,631,7.7,2.35,13000
The Terminator ,204,107,0,255,2000,38400000,Action|Sci-Fi,600266,3582,1,692,UK,R,6500000,1984,663,8.1,1.85,13000
Good Bye Lenin! ,153,121,31,43,65,4063859,Drama|Romance,114407,200,2,225,Germany,R,4800000,2003,51,7.7,1.85,11000
The Damned United ,145,98,0,27,1000,449558,Biography|Drama|Sport,32307,1163,2,75,UK,R,10000000,2009,54,7.6,1.85,0
The Return of the Living Dead ,203,108,228,358,431,,Comedy|Horror|Sci-Fi,39856,2020,0,300,USA,R,4000000,1985,426,7.3,1.85,0
Gomorrah ,10,55,,5,18,,Crime|Drama|Thriller,9638,39,5,25,Italy,TV-MA,,,9,8.7,1.85,0
Mallrats ,93,123,0,781,1000,2122561,Comedy|Romance,99033,3254,6,434,USA,R,6000000,1995,898,7.2,1.85,0
Grease ,124,110,116,898,1000,181360000,Musical|Romance,170027,5127,2,350,USA,PG-13,6000000,1978,944,7.2,2.35,13000
Platoon ,120,120,0,576,40000,137963328,Drama|War,291603,42028,0,505,UK,R,6000000,1986,854,8.1,1.85,9000
Fahrenheit 9/11 ,288,122,909,282,503,119078393,Documentary|Drama|War,113152,1448,0,1416,USA,R,6000000,2004,328,7.5,1.85,0
Butch Cassidy and the Sundance Kid ,130,110,131,399,640,102308900,Biography|Crime|Drama|Western,152089,2169,1,309,USA,M,6000000,1969,566,8.1,2.35,0
Mary Poppins ,145,139,55,266,382,102300000,Comedy|Family|Fantasy|Musical,107408,2045,2,259,USA,Approved,6000000,1964,279,7.8,1.66,0
Ordinary People ,62,124,0,535,2000,54800000,Drama,35130,5122,3,283,USA,R,6000000,1980,553,7.8,1.85,0
Around the World in 80 Days ,188,120,153,447,1000,24004159,Action|Adventure|Comedy,68722,3175,0,191,USA,PG,110000000,2004,1000,5.8,2.35,0
West Side Story ,120,152,34,249,804,43650000,Crime|Drama|Musical|Romance|Thriller,71919,1802,0,316,USA,Unrated,6000000,1961,271,7.6,2.2,0
Caddyshack ,71,98,11000,484,13000,39800000,Comedy|Sport,81599,14921,3,250,USA,R,6000000,1980,573,7.4,1.85,0
The Brothers ,52,106,10,578,3000,27457409,Comedy|Drama,3198,6419,4,43,USA,R,6000000,2001,685,6.3,1.85,478
The Wood ,18,106,44,328,865,25047631,Comedy|Drama|Romance,6585,2724,0,50,USA,R,6000000,1999,405,6.9,1.85,990
The Usual Suspects ,162,106,0,574,18000,23272306,Crime|Drama|Mystery|Thriller,740918,20821,4,1182,USA,R,6000000,1995,979,8.6,2.35,28000
A Nightmare on Elm Street 5: The Dream Child ,88,89,81,92,321,22168359,Fantasy|Horror|Romance|Thriller,29659,584,0,227,USA,X,8000000,1989,101,5.1,1.85,1000
Van Wilder: Party Liaison ,96,94,12,583,16000,21005329,Comedy|Romance,89128,19341,0,258,Germany,R,6000000,2002,876,6.4,1.85,0
The Wrestler ,391,109,0,120,1000,26236603,Drama|Sport,251349,1582,0,547,USA,R,6000000,2008,245,7.9,2.35,10000
Duel in the Sun ,32,144,54,332,469,20400000,Drama|Romance|Western,6304,2037,0,87,USA,Unrated,8000000,1946,436,6.9,1.37,403
Best in Show ,119,90,378,658,957,18621249,Comedy,45859,4611,9,340,USA,PG-13,6000000,2000,925,7.5,1.85,0
Escape from New York ,201,106,0,381,742,25244700,Action|Sci-Fi,91017,2270,1,284,UK,R,6000000,1981,602,7.2,2.35,0
School Daze ,22,121,0,182,413,14545844,Comedy|Drama|Musical,4756,1284,4,38,USA,R,6500000,1988,282,5.8,1.85,624
Daddy Day Camp ,52,89,0,405,555,13235267,Comedy|Family,12339,1752,2,32,USA,PG,6000000,2007,484,2.9,1.85,256
Mr. Nice Guy ,63,86,472,64,472,12674183,Action|Comedy|Crime,19774,773,1,70,Hong Kong,PG-13,,1997,155,6.2,2.35,355
A Mighty Wind ,97,91,378,345,658,17508936,Comedy|Music,22408,1660,0,272,USA,PG-13,,2003,378,7.3,1.85,0
Mystic Pizza ,34,104,80,658,8000,12793213,Comedy|Drama|Romance,18286,10430,4,73,USA,R,6000000,1988,960,6.2,1.85,0
War & Peace ,10,,,502,1000,,Drama|History|Romance|War,9277,4528,1,44,UK,TV-14,,,888,8.2,16,11000
Sliding Doors ,88,99,29,161,711,11883495,Comedy|Drama|Fantasy|Romance,52805,1462,1,278,UK,R,9000000,1998,427,6.8,1.85,0
Tales from the Hood ,25,98,38,360,1000,11797927,Comedy|Horror|Thriller,4582,3221,0,52,USA,R,6000000,1995,475,6.1,1.85,985
The Last King of Scotland ,252,121,162,25,1000,17605861,Biography|Drama|History|Thriller,145580,1184,1,351,UK,R,6000000,2006,149,7.7,2.35,0
Halloween 5 ,137,96,2,120,742,11642254,Horror|Thriller,22929,1308,1,287,USA,X,3000000,1989,256,5.2,1.85,926
Bernie ,231,99,0,84,11000,9203192,Comedy|Crime|Drama,45396,11328,1,136,USA,PG-13,5000000,2011,106,6.8,1.85,15000
Dolphins and Whales 3D: Tribes of the Ocean ,9,42,0,,844,7518876,Adventure|Documentary|Short,172,844,0,5,UK,,6000000,2008,0,6.5,1.78,28
Pollock ,115,122,0,221,697,8596914,Biography|Drama,23023,1517,0,148,USA,R,6000000,2000,394,7,1.85,0
200 Cigarettes ,67,101,112,612,1000,6851636,Comedy|Drama|Romance,13010,2697,5,182,USA,R,6000000,1999,744,5.9,1.85,0
The Words ,216,102,49,10000,24000,11434867,Drama|Mystery|Romance|Thriller,59637,51355,1,130,USA,PG-13,6000000,2012,14000,7.1,1.85,21000
Casa de mi Padre ,133,84,4,546,8000,5895238,Comedy|Western,17169,10123,1,70,USA,R,6000000,2012,806,5.5,2.35,9000
City Island ,149,104,20,130,3000,6670712,Comedy|Drama,27301,3825,6,101,USA,PG-13,6000000,2009,591,7.4,1.85,0
The Guard ,261,96,51,28,3000,5359774,Comedy|Crime|Thriller,64794,3569,0,131,Ireland,R,6000000,2011,482,7.3,2.35,17000
College ,42,94,0,664,1000,4693919,Comedy,11011,4484,0,78,USA,R,6500000,2008,1000,4.6,1.85,422
The Virgin Suicides ,152,90,0,826,4000,4859475,Drama|Romance,116910,7103,0,520,USA,R,6000000,1999,899,7.2,1.85,0
Little Voice ,64,97,39,286,1000,4595000,Comedy|Drama|Music|Romance,13892,2103,4,160,UK,R,,1998,497,7,1.85,915
Miss March ,76,90,138,263,373,4542775,Comedy|Romance,18313,1831,2,73,USA,R,6000000,2009,308,5.1,1.85,985
Wish I Was Here ,149,106,0,379,17000,3588432,Comedy|Drama,29341,18947,4,93,USA,R,6000000,2014,1000,6.7,2.35,0
Simply Irresistible ,35,96,3,353,4000,4394936,Comedy|Drama|Fantasy|Romance,11439,5668,1,190,Germany,PG-13,6000000,1999,812,5.3,2.35,901
Veronica Mars ,47,44,,724,937,,Crime|Drama|Mystery,55524,3318,1,315,USA,TV-14,,,828,8.4,1.78,0
Hedwig and the Angry Inch ,108,95,263,179,263,3029081,Comedy|Drama|Music|Musical,26300,993,0,231,USA,R,6000000,2001,261,7.8,1.85,0
Only the Strong ,17,99,23,82,97,3273588,Action|Drama,4195,382,1,50,USA,PG-13,6000000,1993,91,6.7,1.85,0
Goddess of Love ,12,93,10,34,397,,Drama|Horror|Mystery|Thriller,522,546,0,5,USA,,,2015,77,5.4,2.35,84
Shattered Glass ,129,99,53,491,4000,2207975,Drama|History,28855,8297,0,190,USA,PG-13,6000000,2003,3000,7.2,2.35,0
Novocaine ,84,95,8,15,244,2025238,Comedy|Crime|Drama|Thriller,9589,489,3,105,USA,R,6000000,2001,230,5.8,1.85,289
The Business of Strangers ,61,84,5,152,944,1028337,Drama|Thriller,3413,1407,2,78,USA,R,,2001,257,6.4,1.85,29
The Wild Bunch ,147,144,541,242,682,,Action|Adventure|Western,63192,2379,1,287,USA,R,6244087,1969,288,8,2.35,0
The Wackness ,147,99,129,362,976,2077046,Comedy|Drama|Romance,27266,2748,2,75,USA,R,6000000,2008,617,7,2.35,0
The Great Train Robbery ,23,110,735,20,187,,Adventure|Crime|Drama|Thriller,11623,297,2,50,UK,PG,6000000,1979,34,7,1.85,643
Morvern Callar ,75,97,159,53,631,267194,Drama,6906,841,0,111,UK,R,,2002,104,6.7,1.85,605
Beastmaster 2: Through the Portal of Time ,17,107,0,284,721,869325,Action|Adventure|Fantasy|Sci-Fi,2281,2000,2,16,USA,PG-13,6000000,1991,514,3.8,1.85,125
The 5th Quarter ,16,90,11,316,767,399611,Biography|Drama|Sport,1245,2370,2,29,USA,PG,6000000,2010,529,5.7,1.85,0
The Flower of Evil ,60,104,324,27,173,181798,Drama,2591,282,5,36,France,R,,2003,67,6.6,1.66,52
The Greatest ,63,96,19,71,1000,115862,Drama|Romance,7394,2163,2,50,USA,R,6000000,2009,943,6.7,2.35,0
Snow Flower and the Secret Fan ,56,104,61,451,974,1346503,Drama|History,3024,2430,0,22,China,PG-13,6000000,2011,595,6.1,2.35,0
Come Early Morning ,36,97,781,90,596,117560,Drama|Romance,2330,1081,0,29,USA,R,6000000,2006,206,6.2,1.85,224
Lucky Break ,47,107,11,419,773,54606,Comedy|Crime|Romance,1940,2440,0,34,UK,PG-13,6000000,2001,766,6.2,2.35,30
Julia ,38,117,160,898,11000,,Drama,6454,15604,2,44,USA,PG,7840000,1977,949,7.4,1.85,733
"Surfer, Dude ",26,85,0,499,11000,36497,Comedy,7367,14599,0,37,USA,R,6000000,2008,826,4.7,1.85,850
Lake of Fire ,47,152,194,0,103,23807,Documentary,2143,105,0,29,USA,Unrated,,2006,2,8.3,,570
11:14 ,68,85,9,407,861,,Comedy|Crime|Drama,38273,2200,1,133,USA,R,6000000,2003,618,7.2,1.85,0
Men of War ,19,76,17,259,636,,Action|Drama|Thriller,2989,2152,1,38,USA,R,8600000,1994,472,5.8,2.35,176
Don McKay ,39,87,2,99,592,,Drama|Mystery|Thriller,2050,1227,1,17,USA,R,,2009,521,5.9,1.85,275
Deadfall ,162,95,24,874,16000,65804,Crime|Drama|Thriller,32512,27575,1,86,USA,R,12000000,2012,10000,6.3,2.35,0
A Shine of Rainbows ,37,101,24,130,933,,Drama|Family,1696,1940,2,19,Canada,PG,6000000,2009,767,7.2,2.35,1000
The Hit List ,26,90,58,787,848,,Action|Thriller,10196,3469,1,39,USA,R,6000000,2011,816,5.4,1.85,0
Emma ,10,240,,334,805,,Comedy|Drama|Romance,10388,2563,1,50,UK,,,,432,8.2,1.78,0
Videodrome ,179,89,0,15,391,,Horror|Mystery|Sci-Fi|Thriller,60522,477,0,228,Canada,R,5952000,1983,20,7.3,1.85,0
L'auberge espagnole ,88,111,82,269,809,3895664,Comedy|Drama,34383,1858,0,149,France,R,5300000,2002,447,7.3,1.85,0
Song One ,43,86,4,444,11000,20200,Drama|Music,6797,12772,1,21,USA,PG-13,6000000,2014,485,5.8,,0
Murder by Numbers ,136,115,58,400,33000,31874869,Crime|Mystery|Thriller,43575,34605,0,302,USA,R,50000000,2002,455,6.1,1.85,0
Winter in Wartime ,111,103,12,19,163,542860,Drama|History|War,9230,219,1,37,Netherlands,R,4000000,2008,20,7.1,2.35,0
Freaky Deaky ,13,90,139,1000,2000,,Comedy|Crime|Thriller,6741,6569,0,11,USA,R,6000000,2012,2000,6.5,,0
The Train ,64,133,287,28,343,,Thriller|War,10119,502,0,124,France,Unrated,6700000,1964,94,7.9,1.66,0
Trade of Innocents ,6,88,0,57,978,15059,Drama|Thriller,748,1443,2,8,USA,PG-13,,2012,323,5.4,2.35,543
The Protector ,112,111,64,380,778,11905519,Action|Crime|Drama|Thriller,30210,2205,0,214,Thailand,R,200000000,2005,635,7.1,1.85,0
Stiff Upper Lips ,12,94,0,136,722,69582,Comedy,867,1477,2,21,UK,R,,1998,338,6.4,1.85,109
The Inbetweeners ,15,25,,220,229,,Comedy|Romance,55987,1239,0,42,UK,TV-14,,,223,8.4,16,0
Bend It Like Beckham ,161,112,98,397,883,32541719,Comedy|Drama|Romance|Sport,89806,2201,0,438,UK,PG-13,3500159,2002,528,6.7,1.85,0
Sunshine State ,68,141,407,501,688,3064356,Drama|Romance,3433,2584,6,81,USA,PG-13,5600000,2002,659,6.9,1.85,160
Crossover ,25,95,17,255,592,7009668,Action|Sport,8707,2000,6,36,USA,PG-13,5600000,2006,378,2.1,1.85,244
Khiladi 786 ,23,141,2,61,634,352684,Action|Comedy,4633,1065,1,31,India,Not Rated,,2012,284,4.3,,365
[Rec] 2 ,222,85,57,6,37,27024,Horror,55597,73,0,148,Spain,R,5600000,2009,9,6.6,1.85,4000
Standing Ovation ,9,105,12,10,25,531806,Musical,548,72,9,6,USA,PG,,2010,11,3.4,,277
The Sting ,119,129,131,417,1000,159600000,Comedy|Crime|Drama,175607,2387,0,252,USA,PG,5500000,1973,559,8.3,1.85,0
Chariots of Fire ,90,125,46,249,368,58800000,Biography|Drama|Sport,40511,1651,0,213,UK,PG,5500000,1981,303,7.2,1.85,0
Diary of a Mad Black Woman ,62,116,0,476,907,50382128,Comedy|Drama|Romance,10472,2723,0,202,USA,PG-13,5500000,2005,637,5.6,1.85,0
Shine ,71,105,96,35,509,35811509,Biography|Drama|Music|Romance,43013,888,0,104,Australia,PG-13,5500000,1996,294,7.7,1.85,0
Don Jon ,364,90,23000,694,23000,24475193,Comedy|Drama|Romance,190494,44265,1,314,USA,R,3000000,2013,19000,6.6,2.35,33000
High Plains Drifter ,72,105,16000,258,16000,,Mystery|Western,36381,17599,0,169,USA,R,5500000,1973,742,7.6,2.35,0
Ghost World ,122,111,72,722,19000,6200756,Comedy|Drama,96129,34106,0,488,USA,R,7000000,2001,12000,7.4,1.85,5000
Iris ,100,91,14,548,14000,1292119,Biography|Drama|Romance,14786,16768,1,144,UK,R,5500000,2001,1000,7.1,1.85,0
Galaxina ,24,95,14,60,113,,Comedy|Sci-Fi,1955,396,0,44,USA,R,,1980,110,3.4,2.35,438
The Chorus ,112,97,25,57,517,3629758,Drama|Music,44151,745,0,110,France,PG-13,5500000,2004,86,7.9,2.35,0
